DISTRICT,DISTNAME,DPETALLC,ASIAN,AMERICAN INDIAN OR ALASKA NAT,NATIVE HAWAIIAN/OTHER PACIFIC,HISPANIC/LATINO,BLACK OR AFRICAN AMERICAN,TWO OR MORE RACES,Special Education,WHITE,Economic Disadvantage
57916,RICHARDSON ISD,38671,2706,154,38,15275,8120,1044,4060,11291,21810
57919,SUNNYVALE ISD,1633,370,3,1,160,171,65,145,860,261
57922,COPPELL ISD,11851,4835,47,11,1564,545,308,616,4538,1042
58902,DAWSON ISD,176,0,1,0,90,0,0,11,83,86
58905,KLONDIKE ISD,267,6,1,0,91,2,2,10,162,84
58906,LAMESA ISD,2034,8,4,2,1663,71,14,183,268,1673
58909,SANDS CISD,255,2,3,0,119,0,2,19,129,144
59901,HEREFORD ISD,4244,12,8,0,3705,25,16,309,471,3501
59902,WALCOTT ISD,138,0,0,0,105,0,0,8,32,85
60902,COOPER ISD,801,4,8,0,84,76,28,75,599,463
60914,FANNINDEL ISD,172,6,1,0,8,54,7,27,95,142
61802,NORTH TEXAS COLLEGIATE ACADEMY,380,1,0,0,180,58,15,36,123,278
61804,LEADERSHIP PREP SCHOOL,595,227,1,0,73,36,20,51,236,20
61901,DENTON ISD,27296,764,191,54,8216,3684,545,2866,13839,11464
61902,LEWISVILLE ISD,53396,6941,266,53,15164,5392,1815,5392,23761,17407
61903,PILOT POINT ISD,1392,8,12,4,595,36,26,104,708,768
61905,KRUM ISD,2055,8,8,0,540,51,49,219,1395,733
61906,PONDER ISD,1273,3,5,1,263,17,21,96,959,507
61907,AUBREY ISD,2315,13,16,0,393,134,43,180,1713,678
61908,SANGER ISD,2686,21,26,2,658,80,94,268,1802,1203
61910,ARGYLE ISD,2227,28,8,0,216,22,48,182,1901,224
61911,NORTHWEST ISD,20900,668,104,41,4326,1442,543,1692,13773,3908
61912,LAKE DALLAS ISD,3958,94,35,3,1096,308,213,415,2208,1511
61914,LITTLE ELM ISD,7171,186,21,14,2897,1089,250,544,2710,3126
62901,CUERO ISD,2166,6,4,0,946,279,51,225,875,1160
62902,NORDHEIM ISD,159,0,0,0,66,4,0,18,86,76
62903,YOAKUM ISD,1621,6,0,0,1024,136,21,204,434,1181
62904,YORKTOWN ISD,516,0,1,0,262,12,3,57,236,309
62905,WESTHOFF ISD,68,0,0,0,35,4,0,5,28,43
62906,MEYERSVILLE ISD,109,0,0,0,13,0,0,5,93,26
63903,SPUR ISD,272,0,0,0,109,7,4,26,149,136
63906,PATTON SPRINGS ISD,114,0,0,0,46,0,0,19,67,101
64903,CARRIZO SPRINGS CISD,2311,16,0,0,2170,11,6,157,103,1308
65901,CLARENDON ISD,480,1,0,2,58,49,14,48,351,272
65902,HEDLEY ISD,136,0,2,0,39,2,0,8,93,107
66005,RAMIREZ CSD,34,0,0,0,34,0,0,4,0,34
66901,BENAVIDES ISD,361,0,0,0,358,0,0,44,2,273
66902,SAN DIEGO ISD,1378,0,1,0,1361,0,0,111,16,1000
66903,FREER ISD,804,3,0,0,733,0,3,102,62,553
67902,CISCO ISD,868,6,6,0,157,5,25,92,668,475
67903,EASTLAND ISD,1095,7,4,0,314,17,16,114,734,605
67904,GORMAN ISD,322,0,0,0,122,0,9,39,189,228
67907,RANGER ISD,426,0,2,0,89,19,5,60,307,313
67908,RISING STAR ISD,160,0,0,0,31,0,2,8,127,112
68802,COMPASS ACADEMY CHARTER SCHOOL,673,2,2,0,240,10,6,45,411,142
68803,UTPB STEM ACADEMY,323,0,0,0,92,10,10,17,209,31
68901,ECTOR COUNTY ISD,31434,282,94,62,23544,1225,282,2326,5941,16251
69901,ROCKSPRINGS ISD,265,0,0,0,218,0,0,31,46,202
69902,NUECES CANYON CISD,291,0,0,0,130,0,2,29,155,188
70801,WAXAHACHIE FAITH FAMILY ACADEMY,2566,5,2,0,1629,751,10,120,166,2122
70901,AVALON ISD,379,0,0,1,119,4,1,48,253,206
70903,ENNIS ISD,5799,23,11,17,3253,719,63,614,1716,3949
70905,FERRIS ISD,2497,2,7,0,1745,162,19,264,559,1977
70907,ITALY ISD,573,1,1,0,197,75,18,63,279,347
70908,MIDLOTHIAN ISD,8125,105,40,8,1706,398,243,723,5622,1771
70909,MILFORD ISD,255,0,0,0,72,57,22,31,100,194
70910,PALMER ISD,1162,4,3,0,469,18,17,161,649,599
70911,RED OAK ISD,5823,46,40,5,1944,1205,139,623,2439,2614
70912,WAXAHACHIE ISD,8107,40,32,8,2821,956,218,899,4029,3818
70915,MAYPEARL ISD,1062,7,5,1,178,14,21,88,834,379
71801,BURNHAM WOOD CHARTER SCHOOL DISTRI,1031,23,2,1,888,29,4,46,81,535
71803,PASO DEL NORTE ACADEMY CHARTER DIS,241,0,0,0,239,0,0,15,0,232
71804,EL PASO ACADEMY,362,1,0,0,341,2,0,27,18,270
71806,HARMONY SCIENCE ACAD (EL PASO),2691,18,5,0,2206,145,32,199,282,1821
71807,LA FE PREPARATORY SCHOOL,262,0,0,0,259,0,0,14,2,247
71809,VISTA DEL FUTURO CHARTER SCHOOL,364,2,0,0,318,12,6,26,22,180
71810,EL PASO LEADERSHIP ACADEMY,181,1,1,1,165,3,1,17,7,135
71901,CLINT ISD,11669,11,23,0,11062,58,58,816,443,10105
71902,EL PASO ISD,59772,717,119,239,49849,2211,836,6156,5917,42199
71903,FABENS ISD,2364,0,0,0,2337,2,2,255,21,2163
71904,SAN ELIZARIO ISD,3955,0,0,0,3927,3,0,320,19,3753
71905,YSLETA ISD,42232,84,84,42,39529,633,211,4983,1647,31842
71906,ANTHONY ISD,838,0,0,0,803,3,3,87,27,834
71907,CANUTILLO ISD,5973,23,5,0,5626,41,29,543,244,4288
71908,TORNILLO ISD,1192,0,1,0,1186,0,1,61,3,1140
71909,SOCORRO ISD,45126,270,135,90,41380,1037,270,3790,1940,31994
72801,PREMIER HIGH SCHOOLS,6435,64,38,12,3069,540,154,566,2554,3648
72802,ERATH EXCELS ACADEMY INC,159,0,2,0,89,3,0,14,65,134
72901,THREE WAY ISD,99,0,0,0,55,0,0,1,42,79
72902,DUBLIN ISD,1175,1,2,0,714,10,17,68,428,869
72903,STEPHENVILLE ISD,3693,29,18,0,1174,40,62,280,2367,1698
72904,BLUFF DALE ISD,114,0,1,0,11,1,2,2,97,33
72908,HUCKABAY ISD,205,1,2,0,34,0,2,6,166,70
72909,LINGLEVILLE ISD,255,0,0,0,122,0,3,11,129,147
72910,MORGAN MILL ISD,124,0,0,0,15,0,2,6,106,49
73901,CHILTON ISD,497,0,0,0,303,69,8,61,113,421
73903,MARLIN ISD,879,1,1,0,290,513,13,102,58,864
73904,WESTPHALIA ISD,157,0,0,0,26,0,2,16,126,34
73905,ROSEBUD-LOTT ISD,651,1,0,0,236,89,24,72,300,436
74903,BONHAM ISD,1872,9,22,1,445,134,82,241,1177,1323
74904,DODD CITY ISD,391,0,1,0,35,1,10,32,342,177
74905,ECTOR ISD,255,2,0,0,29,2,5,35,217,115
74907,HONEY GROVE ISD,580,1,6,0,106,64,35,69,364,349
74909,LEONARD ISD,871,0,19,0,150,32,31,75,636,488
74911,SAVOY ISD,305,3,4,0,20,0,20,28,255,143
74912,TRENTON ISD,510,2,5,0,89,11,12,44,390,213
74917,SAM RAYBURN ISD,489,0,2,0,41,3,17,49,423,236
75901,FLATONIA ISD,584,4,0,0,328,22,5,50,221,359
75902,LA GRANGE ISD,2004,14,4,0,767,188,50,162,979,1024
75903,SCHULENBURG ISD,700,4,2,0,280,91,11,70,310,410
75906,FAYETTEVILLE ISD,234,0,0,0,29,3,3,19,196,73
75908,ROUND TOP-CARMINE ISD,288,0,2,0,52,12,14,27,207,108
76903,ROBY CISD,288,0,0,0,101,2,4,21,180,152
76904,ROTAN ISD,272,0,1,0,128,13,7,23,122,190
77901,FLOYDADA ISD,788,0,0,0,621,32,4,69,129,516
77902,LOCKNEY ISD,474,0,0,0,375,10,0,48,85,346
78901,CROWELL ISD,207,2,0,0,77,7,3,33,115,138
79901,LAMAR CISD,29631,1866,88,29,13126,5659,622,2400,8207,12830
79906,NEEDVILLE ISD,3015,12,9,0,1353,111,39,265,1492,1145
79907,FORT BEND ISD,72910,17935,291,72,19321,20560,2041,4593,12686,24570
79910,STAFFORD MSD,3400,234,13,3,1550,1377,74,275,146,2335
80901,MOUNT VERNON ISD,1653,16,4,0,426,87,61,152,1056,930
81902,FAIRFIELD ISD,1826,12,5,3,419,303,49,107,1031,918
81904,TEAGUE ISD,1264,5,2,0,323,182,39,118,711,687
81905,WORTHAM ISD,523,3,1,0,73,65,7,33,370,269
81906,DEW ISD,160,0,0,0,19,14,4,8,123,70
82902,DILLEY ISD,973,4,0,0,870,1,2,85,92,662
82903,PEARSALL ISD,2304,6,0,0,2165,9,4,209,115,1919
83901,SEAGRAVES ISD,615,0,0,0,496,51,1,38,65,442
83902,LOOP ISD,110,0,0,0,72,0,0,6,37,53
83903,SEMINOLE ISD,2841,8,5,2,1397,31,17,196,1380,1434
84802,ODYSSEY ACADEMY INC,1099,12,5,1,635,109,23,119,312,748
84804,AMBASSADORS PREPARATORY ACADEMY,278,10,1,0,78,157,5,11,25,237
84805,PREMIER LEARNING ACADEMY,459,10,1,1,186,190,5,15,61,379
84901,DICKINSON ISD,10917,240,32,10,5240,1943,218,1048,3231,6724
84902,GALVESTON ISD,6983,139,34,6,3142,1752,125,516,1787,5188
84903,HIGH ISLAND ISD,143,1,1,0,15,1,8,12,116,101
84904,LA MARQUE ISD,2284,2,31,0,443,1523,45,244,237,1895
84906,TEXAS CITY ISD,6359,31,57,12,2766,1335,89,521,2066,4266
84908,HITCHCOCK ISD,1706,3,1,0,484,752,34,158,428,1356
84909,SANTA FE ISD,4652,23,23,0,893,27,60,446,3619,1511
84910,CLEAR CREEK ISD,41061,4023,82,41,12071,3325,1765,3941,19750,11332
84911,FRIENDSWOOD ISD,6116,385,18,6,929,128,140,532,4507,556
85902,POST ISD,894,0,8,0,557,48,15,100,261,615
85903,SOUTHLAND ISD,156,0,0,0,73,2,0,11,78,117
86024,DOSS CONSOLIDATED CSD,12,0,0,0,2,0,0,3,9,0
86901,FREDERICKSBURG ISD,3129,15,6,6,1498,6,34,303,1564,1620
86902,HARPER ISD,617,0,3,1,75,1,1,59,534,225
87901,GLASSCOCK COUNTY ISD,312,0,0,0,151,0,0,19,159,108
88902,GOLIAD ISD,1346,1,1,0,632,72,25,126,612,633
89901,GONZALES ISD,2850,11,0,0,1938,210,11,250,678,1997
89903,NIXON-SMILEY CISD,1067,0,0,0,829,7,7,119,224,852
89905,WAELDER ISD,334,1,0,0,273,41,2,27,16,316
90902,LEFORS ISD,182,0,0,0,30,0,4,14,145,99
90903,MCLEAN ISD,239,0,0,0,38,3,4,18,191,104
90904,PAMPA ISD,3664,14,14,0,1674,102,84,392,1777,2286
90905,GRANDVIEW-HOPKINS ISD,48,0,0,0,8,1,0,1,39,9
91901,BELLS ISD,768,0,13,2,39,2,29,66,679,285
91902,COLLINSVILLE ISD,540,0,4,0,99,10,14,29,409,277
91903,DENISON ISD,4573,32,109,4,813,443,338,672,2830,2807
91905,HOWE ISD,1035,2,16,1,156,4,24,91,830,505
91906,SHERMAN ISD,7166,207,78,0,2715,974,415,809,2773,4822
91907,TIOGA ISD,475,3,5,0,104,0,9,31,351,206
91908,VAN ALSTYNE ISD,1480,4,13,0,164,20,47,118,1228,429
91909,WHITESBORO ISD,1573,3,34,0,245,4,36,144,1248,810
91910,WHITEWRIGHT ISD,776,4,3,0,75,45,37,55,609,329
91913,POTTSBORO ISD,1423,11,38,0,92,2,65,130,1212,560
91914,S AND S CISD,849,0,15,0,89,6,39,66,697,437
91917,GUNTER ISD,822,4,9,0,180,4,26,55,599,245
91918,TOM BEAN ISD,690,2,6,2,37,8,22,82,612,327
92801,EAST TEXAS CHARTER SCHOOLS,167,0,0,0,35,8,3,12,121,40
92901,GLADEWATER ISD,1846,11,3,0,289,407,92,197,1042,1292
92902,KILGORE ISD,4031,44,24,0,1289,616,153,290,1906,2495
92903,LONGVIEW ISD,8807,114,61,17,3249,3196,273,686,1884,6358
92904,PINE TREE ISD,4671,51,14,4,1569,1036,154,373,1845,2910
92906,SABINE ISD,1442,5,4,0,282,93,40,112,1012,673
92907,SPRING HILL ISD,1889,28,13,5,287,205,58,134,1290,715
92908,WHITE OAK ISD,1508,12,16,0,108,51,55,117,1263,556
93901,ANDERSON-SHIRO CISD,839,1,5,0,131,67,10,57,621,352
93903,IOLA ISD,463,0,0,0,56,17,6,37,381,201
93904,NAVASOTA ISD,3075,6,15,0,1509,682,46,209,814,2352
93905,RICHARDS ISD,132,0,0,0,8,13,3,6,105,90
94901,SEGUIN ISD,7461,37,7,0,5215,373,74,686,1753,4931
94902,SCHERTZ-CIBOLO-U CITY ISD,15081,301,60,45,5987,1689,814,1206,6183,4343
94903,NAVARRO ISD,1808,12,3,1,777,28,30,119,954,665
94904,MARION ISD,1442,5,4,1,562,24,28,112,813,664
95901,ABERNATHY ISD,779,0,2,0,447,4,10,70,313,427
95902,COTTON CENTER ISD,106,0,0,0,66,0,0,11,39,92
95903,HALE CENTER ISD,622,1,3,1,437,11,9,54,156,465
95904,PETERSBURG ISD,264,0,0,0,209,2,2,22,49,223
95905,PLAINVIEW ISD,5655,22,16,5,4399,237,62,475,910,4207
96904,MEMPHIS ISD,520,1,1,0,289,42,5,55,182,364
96905,TURKEY-QUITAQUE ISD,188,0,0,0,60,8,2,15,116,87
97902,HAMILTON ISD,780,3,2,0,142,3,13,81,613,390
97903,HICO ISD,569,1,0,0,138,2,3,47,422,319
98901,GRUVER ISD,449,1,0,0,230,0,0,26,214,229
98903,PRINGLE-MORSE CISD,125,0,0,0,43,0,1,9,81,54
98904,SPEARMAN ISD,876,5,0,0,598,0,5,53,268,517
99902,CHILLICOTHE ISD,196,0,1,0,82,0,9,21,98,173
99903,QUANAH ISD,569,6,1,0,187,21,30,62,323,443
100903,KOUNTZE ISD,1178,8,7,0,69,148,18,109,927,537
100904,SILSBEE ISD,2745,10,13,2,192,477,109,296,1940,1498
100905,HARDIN-JEFFERSON ISD,2247,8,4,0,208,215,31,177,1779,853
100907,LUMBERTON ISD,3905,35,19,3,312,15,66,316,3455,1042
100908,WEST HARDIN COUNTY CISD,585,0,7,0,19,0,7,43,551,318
101802,SER-NINOS CHARTER SCHOOL,1087,2,4,0,1059,17,1,41,3,1045
101803,ARISTOI CLASSICAL ACADEMY,644,7,1,0,200,70,19,34,345,103
101804,GEORGE I SANCHEZ CHARTER,828,0,1,0,794,18,0,62,13,750
101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,1299,0,2,0,1288,0,2,76,5,1258
101807,UNIVERSITY OF HOUSTON CHARTER SCHO,121,3,0,0,49,37,6,7,25,30
101810,ACADEMY OF ACCELERATED LEARNING IN,773,9,13,0,426,316,4,13,0,659
101811,EXCEL ACADEMY,526,0,0,1,215,265,5,72,39,526
101813,KIPP INC CHARTER,12388,198,49,0,7829,4162,61,681,86,11335
101814,THE VARNETT PUBLIC SCHOOL,1668,6,3,0,850,698,3,41,105,1457
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,294,111,0,0,107,57,2,14,14,176
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,527,0,0,1,520,2,2,24,2,511
101821,HOUSTON HEIGHTS HIGH SCHOOL,215,0,0,1,175,24,1,21,12,175
101828,HOUSTON GATEWAY ACADEMY INC,2062,4,0,0,1996,41,4,43,18,1855
101829,HOUSTON HEIGHTS LEARNING ACADEMY I,173,7,0,1,64,84,2,11,14,157
101833,LA AMISTAD LOVE & LEARNING ACADEMY,228,5,0,0,44,176,0,7,2,215
101837,CALVIN NELMS CHARTER SCHOOLS,307,7,0,0,163,31,6,20,98,116
101838,SOUTHWEST SCHOOL,1853,5,3,1,1573,142,9,168,118,1723
101840,TWO DIMENSIONS PREPARATORY ACADEMY,486,1,0,0,48,433,1,14,0,465
101842,COMQUEST ACADEMY,83,0,0,0,34,13,0,4,36,55
101845,YES PREP PUBLIC SCHOOLS INC,9514,152,47,0,8124,1065,19,542,104,7915
101846,HARMONY SCIENCE ACADEMY,3516,369,3,0,1680,1163,35,175,263,2524
101847,BEATRICE MAYES INSTITUTE CHARTER S,455,0,0,0,11,441,0,40,0,349
101849,ACCELERATED INTERMEDIATE ACADEMY,281,3,1,0,148,123,0,19,5,272
101850,ZOE LEARNING ACADEMY,498,0,0,0,18,469,2,25,5,423
101853,PROMISE COMMUNITY SCHOOL,1888,66,3,0,1331,398,11,143,77,1840
101855,MEYERPARK ELEMENTARY,249,0,0,0,49,189,2,13,4,232
101856,DRAW ACADEMY,698,37,0,0,649,6,0,11,4,688
101858,HARMONY SCHOOL OF EXCELLENCE,4387,807,13,0,1934,899,118,241,614,2285
101859,STEP CHARTER SCHOOL,347,51,4,0,196,83,1,44,10,312
101861,THE RHODES SCHOOL,914,8,0,0,140,742,17,53,4,702
101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,3074,928,3,0,639,805,55,165,645,1475
101864,THE LAWSON ACADEMY,149,0,0,0,15,132,1,16,0,60
101865,VICTORY PREP,607,1,1,0,140,457,3,35,1,526
101866,GLOBAL LEARNING VILLAGE,176,0,0,0,2,173,0,22,0,95
101867,FALLBROOK COLLEGE PREPARATORY ACAD,491,2,0,0,29,446,5,21,3,357
101868,THE PRO-VISION ACADEMY,363,0,1,0,26,335,1,50,0,337
101869,C O R E ACADEMY,509,0,0,0,30,470,1,43,7,450
101870,BETA ACADEMY,467,7,0,0,353,71,4,14,29,285
101902,ALDINE ISD,70277,913,140,70,50599,16725,421,4849,1335,62054
101903,ALIEF ISD,47227,5761,661,94,24699,13790,330,3447,1936,37970
101905,CHANNELVIEW ISD,9327,102,83,9,7303,1044,46,802,736,7359
101906,CROSBY ISD,5666,22,16,0,1977,923,130,475,2600,2651
101907,CYPRESS-FAIRBANKS ISD,113656,10342,795,113,50349,19094,2727,8410,30232,55577
101908,DEER PARK ISD,13152,144,39,13,7102,368,263,1315,5234,5773
101910,GALENA PARK ISD,22511,180,90,0,17491,3444,157,1890,1148,17986
101911,GOOSE CREEK CISD,23661,378,70,23,14125,3643,425,2342,4992,15143
101912,HOUSTON ISD,214891,7950,429,214,133232,52433,2148,15472,18265,164391
101913,HUMBLE ISD,40427,1212,161,202,13785,7721,808,3072,16534,13704
101914,KATY ISD,72725,10181,290,72,25162,7127,2036,6399,27853,20581
101915,KLEIN ISD,50394,4333,201,50,19956,7105,1411,4132,17335,20560
101916,LA PORTE ISD,7732,77,46,7,3572,494,216,796,3324,3680
101917,PASADENA ISD,55893,1676,55,55,46223,4024,391,5198,3465,42702
101919,SPRING ISD,36813,1178,662,147,15903,14835,552,2981,3570,25989
101920,SPRING BRANCH ISD,35246,2255,317,35,20548,1656,563,2572,9868,19667
101921,TOMBALL ISD,14072,928,42,14,4221,633,520,1125,7725,3025
101924,SHELDON ISD,8459,42,16,8,5879,1784,93,549,625,6691
101925,HUFFMAN ISD,3454,20,3,3,704,79,37,279,2607,1129
102901,KARNACK ISD,126,0,0,0,17,71,16,7,21,126
102902,MARSHALL ISD,5577,27,16,5,1851,2147,133,334,1394,4232
102903,WASKOM ISD,928,0,0,0,208,155,54,74,506,544
102904,HALLSVILLE ISD,4926,44,29,0,635,334,177,369,3704,1901
102905,HARLETON ISD,786,0,0,0,44,13,19,87,708,330
102906,ELYSIAN FIELDS ISD,918,7,1,0,37,121,35,110,714,430
103901,CHANNING ISD,158,0,0,0,33,0,0,15,124,82
103902,HARTLEY ISD,215,0,0,0,130,0,0,7,84,145
104901,HASKELL CISD,620,1,6,1,238,19,19,63,331,399
104903,RULE ISD,125,0,0,0,57,1,5,20,62,107
104907,PAINT CREEK ISD,142,0,0,0,57,0,3,18,78,101
105801,KATHERINE ANNE PORTER SCHOOL,164,1,0,0,38,1,7,16,114,67
105802,TEXAS PREPARATORY SCHOOL,251,4,1,0,91,101,6,21,46,175
105803,KI CHARTER ACADEMY,173,1,5,2,32,15,0,88,116,173
105902,SAN MARCOS CISD,7858,62,7,7,5673,377,78,840,1650,5563
105904,DRIPPING SPRINGS ISD,5609,89,28,5,1121,39,229,555,4094,628
105905,WIMBERLEY ISD,2183,15,10,0,469,10,48,172,1626,595
105906,HAYS CISD,18585,167,37,18,11764,520,390,1839,5705,9199
106901,CANADIAN ISD,1039,5,4,0,484,1,8,60,537,447
107901,ATHENS ISD,3182,25,3,3,1485,413,136,257,1116,2287
107902,BROWNSBORO ISD,2713,8,16,8,404,208,59,246,2007,1465
107904,CROSS ROADS ISD,597,0,0,0,39,2,4,63,549,284
107905,EUSTACE ISD,1565,0,9,0,169,18,48,197,1320,1078
107906,MALAKOFF ISD,1297,3,2,0,193,166,37,124,893,835
107907,TRINIDAD ISD,171,0,0,0,22,23,11,24,114,80
107908,MURCHISON ISD,198,1,0,0,31,0,1,22,162,105
107910,LAPOYNOR ISD,474,0,0,0,44,37,6,43,383,239
108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1304,19,14,0,1220,5,2,65,44,954
108804,MIDVALLEY ACADEMY CHARTER DISTRICT,346,0,0,0,342,0,0,26,3,313
108807,IDEA PUBLIC SCHOOLS,23525,188,23,23,22019,611,23,1105,611,20960
108808,VANGUARD ACADEMY,2397,4,0,0,2327,9,2,83,52,2001
108809,EXCELLENCE IN LEADERSHIP ACADEMY,201,0,0,0,196,2,0,16,2,178
108902,DONNA ISD,15312,0,0,0,15250,15,0,1056,45,14224
108903,EDCOUCH-ELSA ISD,5128,0,0,0,5092,5,0,369,25,5107
108904,EDINBURG CISD,34466,172,0,0,33500,68,103,2033,585,29365
108905,HIDALGO ISD,3268,3,0,0,3261,3,0,192,3,2924
108906,MCALLEN ISD,24195,338,24,0,22622,96,72,2032,991,17638
108907,MERCEDES ISD,5640,5,5,0,5555,11,11,377,50,4799
108908,MISSION CISD,15717,15,0,0,15544,15,0,1100,125,13170
108909,PHARR-SAN JUAN-ALAMO ISD,32593,65,0,0,32267,32,0,2053,195,28584
108910,PROGRESO ISD,1974,0,0,0,1966,0,0,116,7,1897
108911,SHARYLAND ISD,10025,200,10,10,9313,40,20,591,441,6095
108912,LA JOYA ISD,29533,0,29,0,29414,0,0,2037,88,27820
108913,WESLACO ISD,17750,35,35,0,17395,17,0,1437,266,14235
